molecule_id,smiles,ic50_nm,pchembl,assay_description,journal,year
CHEMBL3893759,C/C=C/Cn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,1.0,9.0,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3903674,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,3.0,8.52,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3926493,C/C=C/Cn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,4.0,8.4,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3981831,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(C#N)c3ccccc13)c(=O)n2C,3.0,8.52,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3953094,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)c3ccccc3n1)c(=O)n2C,4.0,8.4,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3938646,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(C)c3nccnc3c1)c(=O)n2C,2.0,8.7,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3957200,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(F)c3ccccc13)c(=O)n2C,12.0,7.92,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3958670,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(C/C=C/c1c(F)c(F)c(F)c(F)c1F)c(=O)n2C,8.0,8.1,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3931178,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C(F)(F)F)cc3ccccc13)c(=O)n2C,13.0,7.89,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3917354,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C(F)F)cc3ccccc13)c(=O)n2C,6.0,8.22,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3948679,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1-c1ccccc1)c(=O)n2C,6.0,8.22,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3911930,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C1CC1,5.0,8.3,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3939916,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1cccc(OC)c1)c(=O)n2C,3.0,8.52,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3938789,Cc1cc2ccccc2c(Cn2c(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3Cl)n(C)c2=O)n1,11.0,7.96,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL3962719,Cc1cc2ccccc2c(Cn2c(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3Br)n(C)c2=O)n1,14.0,7.85,"DPP-IV assay: 50 μl substrate solution (AFC; AFC is amido-4-trifluoromethylcoumarin), final concentration 100 μM, were placed in black microtitre plates. 20 μl of assay buffer (final concentrations 50 mM Tris HCl pH 7.8, 50 mM NaCl, 1% DMSO) was pipetted in. The reaction was started by adding 30 μl of solubilised Caco-2 protein (final concentration 0.14 μg of protein per well). The test substances to be investigated were typically added prediluted in 20 μl, and the volume of assay buffer was then reduced accordingly. The reaction was carried out at ambient temperature, incubating for 60 minutes. Then the fluorescence was measured in a Victor 1420 Multilabel Counter, the excitation wavelength being 405 nm and the emission wavelength being 535 nm. Blank readings (corresponding to 0% activity) were obtained in mixtures without any Caco-2 protein (volume replaced by assay buffer), control values (corresponding to 100% activity) were obtained in mixtures with no substance added. The potency of the test substances in question, expressed as IC50 values, was calculated from dosage/activity curves consisting of 11 measuring points in each case.",,2019
CHEMBL6057823,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cccc(F)c1C#N)c(=O)n2C,0.21,9.68,"DPP-IV Activity Inhibition Tests In Vitro: DPP-IV could hydrolyze Gly-Pro-Aminoluciferin at room temperature to generate Aminoluciferin, which could produce glow type luminescent signals in a luciferase reaction system provided by a DPPIV-Glo protease test kit, and the strength of the luminescent signals was in direct proportion to the enzyme activity of DPP-IV.1. Experimental purposes:to evaluate the inhibition effects of compounds I-1I-4 in the present invention by observing their activity inhibition to DPP-IV enzyme.2. Experimental materials:2.1 humanized recombinant DPP-IV: SIGMA product, article number D3446-10UG.2.2 DPPIV-Glo protease detection kit: Promega product, article number G8351.2.3 Trizma base: Sigma product, article number T6066-1KG: prepared into 10 mM Tris-HCl, pH 8.0.2.4 384 OptiPlate: PerkinElmer product, article number 6007299.2.5 Liquid treatment instrument: Bravo (Agilent company); Echo (Labcyte company).2.6 Detection instrument Envision (PerkinElmer company).3. Experimental methods:3.1 Diluting tested samples in a gradient dilution to ten concentrations by DMSO with Bravo, and then transferring 250 nl of samples to 384 OptiPlate with Echo.3.2 Diluting dipeptidyl peptidase IV (Sigma) to 0.2 ng/ml solution with 10 mM Tris-HCl (pH 8.0), adding the samples to be detected in, per well 25 μl. Meanwhile, a blank control (including substrate but no enzyme and samples) and positive control (including substrate and enzyme but no samples) were also set up.3.3 Adding 25 μl of DPPIV-Glo Reagent (prepared according to instructions in DPPIV-Glo protease detection kit, containing 20 μM DPP-IV substrate Gly-Pro-Aminofluorescein and luciferase reaction system) into each well.3.4 Reacting at room temperature for 60 min, determining the luminescence intensity by Envision.3.5 Calculating the enzyme activity of DPP-IV according to the luminescence intensity, enzyme activity=(sample luminescence intensity values−blank control luminescence intensity values/(positive control luminescence intensity values−blank control luminescence intensity values)×100.3.6 Calculating IC50 of the samples according to the enzyme activity using GraphPad Prism5.0 software.",,2019
CHEMBL5896005,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(F)c(F)cc1C#N)c(=O)n2C,2.1,8.68,"DPP-IV Activity Inhibition Tests In Vitro: DPP-IV could hydrolyze Gly-Pro-Aminoluciferin at room temperature to generate Aminoluciferin, which could produce glow type luminescent signals in a luciferase reaction system provided by a DPPIV-Glo protease test kit, and the strength of the luminescent signals was in direct proportion to the enzyme activity of DPP-IV.1. Experimental purposes:to evaluate the inhibition effects of compounds I-1I-4 in the present invention by observing their activity inhibition to DPP-IV enzyme.2. Experimental materials:2.1 humanized recombinant DPP-IV: SIGMA product, article number D3446-10UG.2.2 DPPIV-Glo protease detection kit: Promega product, article number G8351.2.3 Trizma base: Sigma product, article number T6066-1KG: prepared into 10 mM Tris-HCl, pH 8.0.2.4 384 OptiPlate: PerkinElmer product, article number 6007299.2.5 Liquid treatment instrument: Bravo (Agilent company); Echo (Labcyte company).2.6 Detection instrument Envision (PerkinElmer company).3. Experimental methods:3.1 Diluting tested samples in a gradient dilution to ten concentrations by DMSO with Bravo, and then transferring 250 nl of samples to 384 OptiPlate with Echo.3.2 Diluting dipeptidyl peptidase IV (Sigma) to 0.2 ng/ml solution with 10 mM Tris-HCl (pH 8.0), adding the samples to be detected in, per well 25 μl. Meanwhile, a blank control (including substrate but no enzyme and samples) and positive control (including substrate and enzyme but no samples) were also set up.3.3 Adding 25 μl of DPPIV-Glo Reagent (prepared according to instructions in DPPIV-Glo protease detection kit, containing 20 μM DPP-IV substrate Gly-Pro-Aminofluorescein and luciferase reaction system) into each well.3.4 Reacting at room temperature for 60 min, determining the luminescence intensity by Envision.3.5 Calculating the enzyme activity of DPP-IV according to the luminescence intensity, enzyme activity=(sample luminescence intensity values−blank control luminescence intensity values/(positive control luminescence intensity values−blank control luminescence intensity values)×100.3.6 Calculating IC50 of the samples according to the enzyme activity using GraphPad Prism5.0 software.",,2019
CHEMBL5914058,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nccnc1C#N)c(=O)n2C,0.08,10.1,"DPP-IV Activity Inhibition Tests In Vitro: DPP-IV could hydrolyze Gly-Pro-Aminoluciferin at room temperature to generate Aminoluciferin, which could produce glow type luminescent signals in a luciferase reaction system provided by a DPPIV-Glo protease test kit, and the strength of the luminescent signals was in direct proportion to the enzyme activity of DPP-IV.1. Experimental purposes:to evaluate the inhibition effects of compounds I-1I-4 in the present invention by observing their activity inhibition to DPP-IV enzyme.2. Experimental materials:2.1 humanized recombinant DPP-IV: SIGMA product, article number D3446-10UG.2.2 DPPIV-Glo protease detection kit: Promega product, article number G8351.2.3 Trizma base: Sigma product, article number T6066-1KG: prepared into 10 mM Tris-HCl, pH 8.0.2.4 384 OptiPlate: PerkinElmer product, article number 6007299.2.5 Liquid treatment instrument: Bravo (Agilent company); Echo (Labcyte company).2.6 Detection instrument Envision (PerkinElmer company).3. Experimental methods:3.1 Diluting tested samples in a gradient dilution to ten concentrations by DMSO with Bravo, and then transferring 250 nl of samples to 384 OptiPlate with Echo.3.2 Diluting dipeptidyl peptidase IV (Sigma) to 0.2 ng/ml solution with 10 mM Tris-HCl (pH 8.0), adding the samples to be detected in, per well 25 μl. Meanwhile, a blank control (including substrate but no enzyme and samples) and positive control (including substrate and enzyme but no samples) were also set up.3.3 Adding 25 μl of DPPIV-Glo Reagent (prepared according to instructions in DPPIV-Glo protease detection kit, containing 20 μM DPP-IV substrate Gly-Pro-Aminofluorescein and luciferase reaction system) into each well.3.4 Reacting at room temperature for 60 min, determining the luminescence intensity by Envision.3.5 Calculating the enzyme activity of DPP-IV according to the luminescence intensity, enzyme activity=(sample luminescence intensity values−blank control luminescence intensity values/(positive control luminescence intensity values−blank control luminescence intensity values)×100.3.6 Calculating IC50 of the samples according to the enzyme activity using GraphPad Prism5.0 software.",,2019
CHEMBL5834108,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ncccc1C(=O)OC)c(=O)n2C,4.8,8.32,"DPP-IV Activity Inhibition Tests In Vitro: DPP-IV could hydrolyze Gly-Pro-Aminoluciferin at room temperature to generate Aminoluciferin, which could produce glow type luminescent signals in a luciferase reaction system provided by a DPPIV-Glo protease test kit, and the strength of the luminescent signals was in direct proportion to the enzyme activity of DPP-IV.1. Experimental purposes:to evaluate the inhibition effects of compounds I-1I-4 in the present invention by observing their activity inhibition to DPP-IV enzyme.2. Experimental materials:2.1 humanized recombinant DPP-IV: SIGMA product, article number D3446-10UG.2.2 DPPIV-Glo protease detection kit: Promega product, article number G8351.2.3 Trizma base: Sigma product, article number T6066-1KG: prepared into 10 mM Tris-HCl, pH 8.0.2.4 384 OptiPlate: PerkinElmer product, article number 6007299.2.5 Liquid treatment instrument: Bravo (Agilent company); Echo (Labcyte company).2.6 Detection instrument Envision (PerkinElmer company).3. Experimental methods:3.1 Diluting tested samples in a gradient dilution to ten concentrations by DMSO with Bravo, and then transferring 250 nl of samples to 384 OptiPlate with Echo.3.2 Diluting dipeptidyl peptidase IV (Sigma) to 0.2 ng/ml solution with 10 mM Tris-HCl (pH 8.0), adding the samples to be detected in, per well 25 μl. Meanwhile, a blank control (including substrate but no enzyme and samples) and positive control (including substrate and enzyme but no samples) were also set up.3.3 Adding 25 μl of DPPIV-Glo Reagent (prepared according to instructions in DPPIV-Glo protease detection kit, containing 20 μM DPP-IV substrate Gly-Pro-Aminofluorescein and luciferase reaction system) into each well.3.4 Reacting at room temperature for 60 min, determining the luminescence intensity by Envision.3.5 Calculating the enzyme activity of DPP-IV according to the luminescence intensity, enzyme activity=(sample luminescence intensity values−blank control luminescence intensity values/(positive control luminescence intensity values−blank control luminescence intensity values)×100.3.6 Calculating IC50 of the samples according to the enzyme activity using GraphPad Prism5.0 software.",,2019
CHEMBL237500,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.21,9.68,"DPP-IV Activity Inhibition Tests In Vitro: DPP-IV could hydrolyze Gly-Pro-Aminoluciferin at room temperature to generate Aminoluciferin, which could produce glow type luminescent signals in a luciferase reaction system provided by a DPPIV-Glo protease test kit, and the strength of the luminescent signals was in direct proportion to the enzyme activity of DPP-IV.1. Experimental purposes:to evaluate the inhibition effects of compounds I-1I-4 in the present invention by observing their activity inhibition to DPP-IV enzyme.2. Experimental materials:2.1 humanized recombinant DPP-IV: SIGMA product, article number D3446-10UG.2.2 DPPIV-Glo protease detection kit: Promega product, article number G8351.2.3 Trizma base: Sigma product, article number T6066-1KG: prepared into 10 mM Tris-HCl, pH 8.0.2.4 384 OptiPlate: PerkinElmer product, article number 6007299.2.5 Liquid treatment instrument: Bravo (Agilent company); Echo (Labcyte company).2.6 Detection instrument Envision (PerkinElmer company).3. Experimental methods:3.1 Diluting tested samples in a gradient dilution to ten concentrations by DMSO with Bravo, and then transferring 250 nl of samples to 384 OptiPlate with Echo.3.2 Diluting dipeptidyl peptidase IV (Sigma) to 0.2 ng/ml solution with 10 mM Tris-HCl (pH 8.0), adding the samples to be detected in, per well 25 μl. Meanwhile, a blank control (including substrate but no enzyme and samples) and positive control (including substrate and enzyme but no samples) were also set up.3.3 Adding 25 μl of DPPIV-Glo Reagent (prepared according to instructions in DPPIV-Glo protease detection kit, containing 20 μM DPP-IV substrate Gly-Pro-Aminofluorescein and luciferase reaction system) into each well.3.4 Reacting at room temperature for 60 min, determining the luminescence intensity by Envision.3.5 Calculating the enzyme activity of DPP-IV according to the luminescence intensity, enzyme activity=(sample luminescence intensity values−blank control luminescence intensity values/(positive control luminescence intensity values−blank control luminescence intensity values)×100.3.6 Calculating IC50 of the samples according to the enzyme activity using GraphPad Prism5.0 software.",,2019
CHEMBL6051249,NC1Cc2c(O)cccc2OC1c1cc(F)c(F)cc1F,3320.0,5.48,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",,2019
CHEMBL6011250,NC1Cc2c(ccc3ccc(=O)oc23)OC1c1cc(F)c(F)cc1F,207.0,6.68,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",,2019
CHEMBL3959577,Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,154.0,6.81,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",,2019
