molecule_id,smiles,ic50_nm,pchembl,assay_description,journal,year
CHEMBL210920,O=C(NCc1ccccc1)[C@@H]1CN[C@H](C(=O)N2CCCC2)C1,1957.0,5.71,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL380240,O=C(Nc1ccccc1)[C@@H]1CN[C@H](C(=O)N2CCCC2)C1,4130.0,5.38,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL377776,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2cc(Cl)c(Cl)cc2C1,144.0,6.84,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL209981,Cc1ccc2c(c1)CN(C(=O)[C@@H]1CN[C@H](C(=O)N3CCCC3)C1)C2,72.0,7.14,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL210718,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(C(F)(F)F)cc2C1,73.0,7.14,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL208964,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1,50.0,7.3,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL210225,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(F)cc2C1,73.0,7.14,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL216253,CN1C(=O)C=C(N2CCC[C@@H](N)C2)C(Cc2ccccc2C#N)C1=O,4.0,8.4,Inhibition of h-DPPIV,Bioorg Med Chem Lett,2006
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,18.0,7.75,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL216186,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F,27.0,7.57,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217051,C[C@@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,7.2,8.14,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL384816,C[C@@H]1C(=O)NCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,160.0,6.8,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217015,C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,89.0,7.05,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217016,C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,14.0,7.85,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL385711,C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,6.6,8.18,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217005,C[C@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,150.0,6.82,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL216234,C[C@H]1C(=O)NCCCN1C(=O)C[C@@H](N)Cc1cc(F)c(F)cc1F,2300.0,5.64,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL384382,C[C@@H]1C(=O)NCCCN1C(=O)C[C@@H](N)Cc1cc(F)c(F)cc1F,67000.0,4.17,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL216643,N[C@@H](CC(=O)N1CCCNC(=O)C1)Cc1cc(F)c(F)cc1F,140.0,6.85,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL218459,CC[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,16.0,7.8,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL386380,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,0.91,9.04,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL216178,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,0.49,9.31,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217702,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1cnccn1)Cc1cc(F)c(F)cc1F,0.29,9.54,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL217271,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1CC(F)(F)F)Cc1cc(F)c(F)cc1F,2.6,8.59,In vitro inhibition of human DPP-4 activity,Bioorg Med Chem Lett,2007
CHEMBL371480,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)Nc1ccccc1,298.0,6.53,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216383,CC(C)(CC(=O)Nc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,207.0,6.68,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL385637,CC(C)(CC(=O)Nc1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C#N,197.0,6.71,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL384985,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1,253.0,6.6,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL386326,CC(C)(CC(=O)Nc1ccc(F)c(F)c1)NCC(=O)N1CCC[C@H]1C#N,225.0,6.65,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL385394,Cc1ccc(NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1C,174.0,6.76,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217198,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1OC,116.0,6.94,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217059,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)c(OC)c1OC,127.0,6.9,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217060,CC(C)(CC(=O)Nc1ccc(-c2ccccc2)cc1)NCC(=O)N1CCC[C@H]1C#N,269.0,6.57,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL382907,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCc1ccccc1,452.0,6.34,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216377,CC(C)(CC(=O)NCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,239.0,6.62,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216453,CC(C)(CC(=O)NCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,190.0,6.72,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216296,CC(C)(CC(=O)NCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,433.0,6.36,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL201158,CC(C)(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,119.0,6.92,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL202711,CC(C)(CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,1108.0,5.96,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216203,C[C@H](CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,911.0,6.04,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217245,C[C@@H](CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,42.0,7.38,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL201544,N#C[C@@H]1CCCN1C(=O)CNCCC(=O)NCCc1ccccc1,564.0,6.25,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL274770,CC(C)(CC(=O)NCCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,144.0,6.84,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217212,CC(C)(CC(=O)NC(C)(C)Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,1300.0,5.89,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217339,Cc1ccc(CCNC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1,252.0,6.6,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL274103,CC(C)(CC(=O)NCCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,236.0,6.63,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL384493,CC(C)(CC(=O)NCCc1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,247.0,6.61,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL216878,CC(C)(CC(=O)NCCc1ccccc1C(F)(F)F)NCC(=O)N1CCC[C@H]1C#N,320.0,6.5,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL217290,COc1ccc(CCNC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1OC,232.0,6.63,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL218393,CC(C)(CC(=O)NCCc1ccc(Cl)c(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,181.0,6.74,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL218026,CC(C)(CC(=O)NCCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,118.0,6.93,In vitro inhibition of DPP-4,Bioorg Med Chem Lett,2007
CHEMBL218289,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,84.0,7.08,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL217388,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1,280.0,6.55,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL217017,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)c(F)c1,39.0,7.41,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL217532,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1F,3800.0,5.42,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL217801,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(Cl)cc1,820.0,6.09,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL386895,Cc1ccc(C(=O)CN[C@H](C)CCc2ccc(C(N)=O)cc2)cc1,21000.0,4.68,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL554090,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccsc1,110.0,6.96,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL553006,C[C@H](COc1ccc(C(N)=O)cc1)NCC(=O)c1ccsc1,340.0,6.47,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL541664,NC(=O)c1ccc(OCC2(NCC(=O)c3ccsc3)CCCC2)cc1,5.0,8.3,Inhibition of DPP-IV,Bioorg Med Chem Lett,2007
CHEMBL216854,C[C@H](c1nc(-c2ccccc2)no1)[C@H](N)C(=O)N1CCCC1,19700.0,4.71,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL374936,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,122.0,6.91,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219602,C[C@H](c1nc(-c2ccc(S(N)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,190.0,6.72,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL218882,C[C@H](c1nc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,330.0,6.48,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220301,C[C@H](c1nc(-c2ccc(C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,1610.0,5.79,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220249,C[C@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,1790.0,5.75,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220021,C[C@H](c1nc(-c2ccc(Cl)cc2)no1)[C@H](N)C(=O)N1CCCC1,3820.0,5.42,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL375875,C[C@H](c1nc(-c2cccc(C(F)(F)F)c2)no1)[C@H](N)C(=O)N1CCCC1,15600.0,4.81,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL375414,C[C@H](c1nc(-c2ccccc2Cl)no1)[C@H](N)C(=O)N1CCCC1,990.0,6.0,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219370,C[C@H](c1nc(-c2ccccc2C(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1,4820.0,5.32,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219369,C[C@H](c1nc(-c2ccccc2F)no1)[C@H](N)C(=O)N1CCCC1,4790.0,5.32,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL426335,C[C@H](c1nc(-c2ccccc2OC(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1,12400.0,4.91,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL216774,C[C@H](c1nc(-c2ccccc2C(F)F)no1)[C@H](N)C(=O)N1CCCC1,1820.0,5.74,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219278,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2F)no1)[C@H](N)C(=O)N1CCCC1,43.0,7.37,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL216835,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,17.0,7.77,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL386812,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,8.0,8.1,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL216855,C[C@H](c1nc(-c2ccc(F)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,830.0,6.08,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL374703,C[C@H](c1nc(-c2ccc(Br)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,160.0,6.8,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL438992,C[C@H](c1nc(-c2ccc(Cl)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,200.0,6.7,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL374032,C[C@H](c1nc(-c2ccc(F)cc2F)no1)[C@H](N)C(=O)N1CCCC1,4590.0,5.34,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219382,C[C@H](c1nc(-c2cc(Cl)cc(Cl)c2)no1)[C@H](N)C(=O)N1CCCC1,7360.0,5.13,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL218911,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,520.0,6.28,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL375146,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,19.0,7.72,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL218776,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@@H](F)C1.O=C(O)C(F)(F)F,19.0,7.72,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL387333,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,19.0,7.72,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL218306,C[C@H](c1n[nH]c(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,3050.0,5.52,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL218254,C[C@H](c1nc(-c2ccc(Cl)cc2Cl)co1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,1830.0,5.74,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220404,C[C@H](c1noc(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,1210.0,5.92,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220402,C[C@H](c1nnc(-c2ccc(Cl)cc2Cl)o1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,560.0,6.25,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL375745,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(F)c1.O=C(O)C(F)(F)F,19.0,7.72,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219434,Cc1cc(S(C)(=O)=O)ccc1-c1noc([C@@H](CC2CC2)[C@H](N)C(=O)N2CC[C@H](F)C2)n1.O=C(O)C(F)(F)F,31.0,7.51,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL375442,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F,52.0,7.28,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL220357,CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F,70.0,7.16,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL219371,CC(C)C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,13.0,7.89,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL376498,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F,13.0,7.89,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL435320,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,40.0,7.4,Inhibition of DPP4,Bioorg Med Chem Lett,2006
CHEMBL223114,O=C([C@@H]1C[C@H](Nc2ccccc2)CN1)N1CCSC1,147.0,6.83,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223916,O=C([C@@H]1C[C@H](N2CCc3cc(Br)ccc32)CN1)N1CCSC1,6.5,8.19,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223915,O=C([C@@H]1C[C@H](Nc2ccc(Cl)cc2)CN1)N1CCSC1,45.4,7.34,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL390512,O=C([C@@H]1C[C@H](N2CCc3cc(Cl)ccc32)CN1)N1CCSC1,7.0,8.15,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223914,O=C([C@@H]1C[C@H](N2CCc3cc(F)ccc32)CN1)N1CCSC1,5.8,8.24,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL411561,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,51.5,7.29,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL388111,COc1ccc2c(c1)CCN2[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,4.8,8.32,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL224346,O=C([C@@H]1C[C@H](Nc2ccc([N+](=O)[O-])cc2)CN1)N1CCSC1,19.2,7.72,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL225493,O=C([C@@H]1C[C@H](N2CCc3cc([N+](=O)[O-])ccc32)CN1)N1CCSC1,7.9,8.1,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL389244,O=C([C@@H]1C[C@H](N2CCc3ccccc32)CN1)N1CCSC1,11.0,7.96,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223865,O=C([C@@H]1C[C@H](N2CCCc3ccccc32)CN1)N1CCSC1,112.0,6.95,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL227615,O=C([C@@H]1C[C@H](N2Cc3ccccc3C2)CN1)N1CCSC1,26.4,7.58,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL228032,N#Cc1ccc(CN(C(=O)c2ccc(C#N)cc2)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,228.0,6.64,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL226771,N#Cc1ccc(CN(CCO)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,17.0,7.77,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL227482,N#Cc1ccc(CN(CC(=O)O)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,16.8,7.78,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL228243,N#Cc1ccc(CN(CC(N)=O)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,13.9,7.86,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL389624,CCOC(=O)CN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,13.6,7.87,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL228021,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,6.4,8.19,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL389848,CCCCN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,9.1,8.04,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL227800,CC(C)N(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,7.1,8.15,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL227737,CN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,9.6,8.02,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL227418,N#Cc1ccc(NC(=O)N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,85.9,7.07,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL376562,O=C(Nc1ccccc1)N[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,154.0,6.81,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL441559,N#Cc1ccc(C(=O)N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,37.2,7.43,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223497,N#Cc1ccc(CN[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,34.0,7.47,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL223060,O=C([C@@H]1C[C@H](NCc2ccccc2)CN1)N1CCSC1,181.0,6.74,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL374688,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,25.2,7.6,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL390513,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)nc1,25.4,7.59,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL224435,O=C([C@@H]1CCCN1)N1CCSC1,558.0,6.25,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL77538,N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,1.4,8.85,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL224419,N#Cc1ccc(NCCNCC(=O)N2CCSC2)nc1,270.0,6.57,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL195420,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,0.25,9.6,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL381626,N#C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1,2.9,8.54,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL192165,N#Cc1ccc(N[C@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,6.6,8.18,Inhibition of DPP4 in human plasma by fluorescence assay,Bioorg Med Chem,2007
CHEMBL2068511,C[C@@H](B(O)O)N1CC[C@@H](N)C1=O,5.3,8.28,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL2068511,C[C@@H](B(O)O)N1CC[C@@H](N)C1=O,4.2,8.38,Inhibition of human placental DPP4 at pH 8,J Med Chem,2007
CHEMBL305170,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,2300.0,5.64,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL67279,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,1.6,8.8,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL196120,C[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,21000.0,4.68,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL63860,C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,0.54,9.27,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL2068512,C[C@@H](B(O)O)N1CC[C@H](N)C1=O,480.0,6.32,Inhibition of human placental DPP4 at pH 2,J Med Chem,2007
CHEMBL67279,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,1200.0,5.92,Inhibition of human placental DPP4 at pH 8,J Med Chem,2007
